# FGSM attack with model_dataset(30547 images)
# and validation_images(5359) 20 epsilon in batches of 100 images
# metrics between model_dataset & adv validation dataset
# Model_vali_adv_density Model_vali_adv_coverage
1.531999945640563965e+00 2.478148415684700012e-02
1.225999951362609863e+00 1.990375481545925140e-02
9.300000071525573730e-01 1.509149838238954544e-02
7.899999618530273438e-01 1.286542043089866638e-02
8.200000524520874023e-01 1.335646770894527435e-02
8.760000467300415039e-01 1.420761458575725555e-02
9.739999771118164062e-01 1.590991020202636719e-02
1.151999831199645996e+00 1.859429851174354553e-02
1.277999997138977051e+00 2.065669372677803040e-02
1.423999905586242676e+00 2.311192639172077179e-02
1.503999948501586914e+00 2.448685653507709503e-02
1.509999990463256836e+00 2.465053834021091461e-02
1.519999980926513672e+00 2.487969398498535156e-02
1.555999994277954102e+00 2.543621324002742767e-02
1.490000009536743164e+00 2.432317472994327545e-02
1.435999989509582520e+00 2.347202785313129425e-02
1.389999985694885254e+00 2.271908894181251526e-02
2.585999965667724609e+00 4.213179647922515869e-02
3.105999946594238281e+00 5.002127960324287415e-02
3.470000028610229492e+00 5.532458424568176270e-02
3.617999792098999023e+00 5.702687799930572510e-02
3.181999683380126953e+00 5.061053484678268433e-02
2.765999794006347656e+00 4.494713246822357178e-02
2.772000074386596680e+00 4.507807642221450806e-02
2.853999853134155273e+00 4.651848226785659790e-02
2.909999847412109375e+00 4.753331094980239868e-02
3.087999820709228516e+00 5.044685304164886475e-02
3.339999675750732422e+00 5.460438132286071777e-02
3.605999946594238281e+00 5.895832926034927368e-02
3.648000001907348633e+00 5.958031862974166870e-02
3.737999439239501953e+00 6.108619645237922668e-02
3.628000020980834961e+00 5.928569287061691284e-02
3.395999908447265625e+00 5.555373802781105042e-02
3.450000524520874023e+00 5.647035688161849976e-02
3.559999942779541016e+00 5.827086418867111206e-02
3.523999452590942383e+00 5.768160521984100342e-02
3.321999788284301758e+00 5.437522754073143005e-02
3.379999995231628418e-01 5.532458424568176270e-03
1.083999872207641602e+00 1.771041378378868103e-02
1.599999904632568359e+00 2.615641616284847260e-02
1.782000064849853516e+00 2.903722226619720459e-02
1.891999721527099609e+00 3.018299676477909088e-02
1.740000009536743164e+00 2.690935321152210236e-02
1.621999740600585938e+00 2.353749983012676239e-02
1.803999900817871094e+00 2.429043874144554138e-02
2.212000131607055664e+00 2.772776409983634949e-02
3.023999929428100586e+00 3.656660392880439758e-02
3.997999906539916992e+00 4.589648917317390442e-02
4.795999526977539062e+00 5.221462249755859375e-02
5.312000751495361328e+00 5.493174493312835693e-02
5.569999694824218750e+00 5.614299327135086060e-02
5.634000301361083984e+00 5.548826605081558228e-02
5.342000007629394531e+00 5.113431811332702637e-02
5.084000110626220703e+00 4.642027243971824646e-02
5.093999862670898438e+00 4.700952768325805664e-02
5.177999973297119141e+00 5.116705596446990967e-02
5.445999622344970703e+00 5.647035688161849976e-02
8.360000252723693848e-01 1.171964500099420547e-02
1.991999745368957520e+00 2.890627644956111908e-02
2.974000215530395508e+00 3.902183473110198975e-02
3.467999696731567383e+00 4.114970564842224121e-02
3.883999824523925781e+00 4.056045040488243103e-02
4.122000217437744141e+00 3.499525412917137146e-02
4.445999622344970703e+00 3.162340074777603149e-02
5.287999153137207031e+00 3.509346395730972290e-02
6.199999809265136719e+00 4.023308306932449341e-02
7.787999629974365234e+00 4.864634945988655090e-02
9.527998924255371094e+00 5.738697946071624756e-02
1.083199882507324219e+01 6.367237865924835205e-02
1.104799938201904297e+01 6.642223894596099854e-02
1.088599967956542969e+01 6.760074943304061890e-02
1.012599945068359375e+01 6.835368275642395020e-02
8.875999450683593750e+00 6.773169338703155518e-02
7.985999584197998047e+00 6.868105381727218628e-02
7.915999412536621094e+00 7.202016562223434448e-02
8.029999732971191406e+00 7.421351224184036255e-02
7.885999679565429688e+00 7.120175659656524658e-02
2.137999773025512695e+00 3.260549530386924744e-02
2.380000114440917969e+00 3.640292212367057800e-02
2.832000017166137695e+00 4.114970564842224121e-02
2.659999847412109375e+00 3.836710751056671143e-02
