# FGSM attack with model_dataset(54142 images)
# and validation_images(4708) 20 epsilon in batches of 100 images
# metrics between model_dataset & adv validation dataset
# Model_vali_adv_density Model_vali_adv_coverage
6.859999895095825195e-01 6.298252847045660019e-03
5.680000185966491699e-01 5.226995795965194702e-03
4.499999880790710449e-01 4.155738744884729385e-03
3.519999682903289795e-01 3.232241142541170120e-03
2.599999904632568359e-01 2.364153508096933365e-03
1.939999908208847046e-01 1.736175268888473511e-03
1.340000033378601074e-01 1.182076754048466682e-03
1.160000041127204895e-01 9.973772102966904640e-04
1.099999994039535522e-01 9.234974859282374382e-04
1.019999980926513672e-01 8.680876344442367554e-04
9.999999403953552246e-02 8.496176451444625854e-04
1.027999997138977051e+00 9.493554010987281799e-03
1.088000059127807617e+00 1.002918276935815811e-02
1.159999966621398926e+00 1.069410052150487900e-02
1.202000021934509277e+00 1.108196936547756195e-02
1.197999954223632812e+00 1.102655939757823944e-02
1.161999940872192383e+00 1.069410052150487900e-02
1.101999998092651367e+00 1.010306179523468018e-02
9.880000352859497070e-01 9.050275199115276337e-03
8.780000209808349609e-01 8.034427650272846222e-03
7.660000324249267578e-01 7.018580567091703415e-03
6.240000128746032715e-01 5.707214120775461197e-03
4.859999716281890869e-01 4.451257642358541489e-03
4.199999868869781494e-01 3.841749392449855804e-03
3.400000035762786865e-01 3.121421439573168755e-03
2.899999916553497314e-01 2.641202649101614952e-03
2.419999986886978149e-01 2.197924070060253143e-03
2.060000002384185791e-01 1.828524982556700706e-03
1.920000016689300537e-01 1.699235290288925171e-03
1.599999964237213135e-01 1.403716159984469414e-03
1.400000005960464478e-01 1.255956594832241535e-03
1.039999961853027344e+00 9.548963978886604309e-03
1.148000001907348633e+00 1.050940155982971191e-02
1.179999947547912598e+00 1.080492045730352402e-02
1.220000028610229492e+00 1.117431931197643280e-02
1.225999951362609863e+00 1.119278930127620697e-02
1.185999989509582520e+00 1.082339044660329819e-02
1.110000014305114746e+00 1.010306179523468018e-02
9.799999594688415527e-01 8.902515284717082977e-03
8.479999899864196777e-01 7.720438763499259949e-03
7.139999866485595703e-01 6.519892252981662750e-03
5.679999589920043945e-01 5.134645849466323853e-03
4.219999909400939941e-01 3.841749392449855804e-03
2.979999780654907227e-01 2.678142627701163292e-03
2.439999878406524658e-01 2.197924070060253143e-03
1.799999922513961792e-01 1.569945714436471462e-03
1.420000046491622925e-01 1.200546743348240852e-03
1.260000020265579224e-01 1.034317188896238804e-03
1.120000034570693970e-01 8.680876344442367554e-04
1.099999994039535522e-01 8.496176451444625854e-04
1.020000055432319641e-01 7.757378625683486462e-04
9.839999675750732422e-01 9.087215177714824677e-03
1.034000039100646973e+00 9.548963978886604309e-03
1.067999958992004395e+00 9.844482876360416412e-03
1.103999972343444824e+00 1.015847176313400269e-02
1.111999988555908203e+00 1.023235172033309937e-02
1.128000020980834961e+00 1.036164164543151855e-02
1.086000084877014160e+00 9.936832822859287262e-03
1.052000045776367188e+00 9.641313925385475159e-03
9.760000109672546387e-01 8.939455263316631317e-03
8.400000333786010742e-01 7.701968774199485779e-03
7.160000205039978027e-01 6.593771744519472122e-03
5.939999818801879883e-01 5.448635201901197433e-03
5.199999809265136719e-01 4.746777005493640900e-03
4.860000610351562500e-01 4.395848140120506287e-03
4.120000302791595459e-01 3.730929689481854439e-03
3.819999992847442627e-01 3.490820527076721191e-03
3.619999885559082031e-01 3.324590856209397316e-03
3.520000278949737549e-01 3.213771153241395950e-03
3.180000185966491699e-01 2.862842055037617683e-03
3.100000023841857910e-01 2.752022352069616318e-03
1.047999978065490723e+00 9.659783914685249329e-03
1.136000037193298340e+00 1.045399159193038940e-02
1.256000041961669922e+00 1.154371816664934158e-02
1.287999987602233887e+00 1.183923706412315369e-02
1.263999938964843750e+00 1.161759812384843826e-02
1.194000005722045898e+00 1.091574039310216904e-02
1.106000065803527832e+00 1.002918276935815811e-02
9.660000205039978027e-01 8.791696280241012573e-03
8.439999818801879883e-01 7.665028795599937439e-03
7.080000042915344238e-01 6.482952274382114410e-03
5.900000333786010742e-01 5.430165212601423264e-03
4.800000190734863281e-01 4.414317663758993149e-03
3.860000073909759521e-01 3.546230262145400047e-03
3.059999942779541016e-01 2.807432319968938828e-03
2.419999837875366211e-01 2.216393826529383659e-03
2.039999961853027344e-01 1.865464844740927219e-03
1.680000126361846924e-01 1.551475725136697292e-03
1.520000100135803223e-01 1.385246170684695244e-03
1.540000140666961670e-01 1.403716159984469414e-03
1.419999897480010986e-01 1.311366446316242218e-03
1.088000059127807617e+00 9.955302812159061432e-03
1.177999973297119141e+00 1.076798047870397568e-02
1.279999971389770508e+00 1.167300809174776077e-02
1.312000036239624023e+00 1.196852698922157288e-02
1.360000014305114746e+00 1.241180580109357834e-02
1.346000075340270996e+00 1.226404588669538498e-02
1.315999984741210938e+00 1.195005699992179871e-02
1.216000080108642578e+00 1.098961941897869110e-02
1.101999998092651367e+00 9.918362833559513092e-03
9.619999527931213379e-01 8.625466376543045044e-03
7.980000376701354980e-01 7.129400502890348434e-03
6.340000033378601074e-01 5.670274607837200165e-03
5.440000295639038086e-01 4.876066464930772781e-03
4.560000002384185791e-01 4.063388798385858536e-03
3.759999871253967285e-01 3.380000824108719826e-03
3.460000157356262207e-01 3.102951450273394585e-03
3.199999928474426270e-01 2.844372298568487167e-03
2.599999904632568359e-01 2.290273783728480339e-03
2.300000190734863281e-01 2.031694399192929268e-03
1.700000017881393433e-01 1.459126011468470097e-03
9.880000352859497070e-01 9.124155156314373016e-03
1.044000029563903809e+00 9.641313925385475159e-03
1.074000000953674316e+00 9.918362833559513092e-03
1.088000059127807617e+00 1.004765275865793228e-02
1.065999984741210938e+00 9.844482876360416412e-03
1.034000039100646973e+00 9.548963978886604309e-03
9.860000610351562500e-01 9.068745188415050507e-03
8.959999680519104004e-01 8.237597532570362091e-03
8.100000023841857910e-01 7.480329368263483047e-03
7.019999623298645020e-01 6.464482285082340240e-03
6.080000400543212891e-01 5.596394650638103485e-03
4.820000231266021729e-01 4.432787653058767319e-03
3.939999938011169434e-01 3.601639997214078903e-03
2.980000078678131104e-01 2.715082606300711632e-03
2.160000205039978027e-01 1.920874696224927902e-03
1.680000126361846924e-01 1.459126011468470097e-03
1.420000046491622925e-01 1.219016616232693195e-03
1.120000034570693970e-01 9.419674170203506947e-04
1.019999980926513672e-01 8.311477140523493290e-04
9.000001102685928345e-02 7.387979421764612198e-04
1.015999913215637207e+00 9.345794096589088440e-03
1.095999956130981445e+00 1.004765275865793228e-02
1.144000053405761719e+00 1.043552160263061523e-02
1.144000053405761719e+00 1.041705161333084106e-02
