# FGSM attack with model_dataset(20000 images)
# and validation_images(2100) 20 epsilon in batches of (100 images)
# for each epsilon 20 batches so 400 metrics in total
# metrics between model_dataset & adv_validation_dataset
# Model_vali_adv_density Model_vali_adv_coverage
2.800000011920928955e-01 6.099999882280826569e-03
2.439999878406524658e-01 5.200000014156103134e-03
2.040000110864639282e-01 4.299999680370092392e-03
1.579999923706054688e-01 3.399999812245368958e-03
1.319999992847442627e-01 2.699999837204813957e-03
9.200000762939453125e-02 1.749999937601387501e-03
6.400000303983688354e-02 1.150000025518238544e-03
4.800000041723251343e-02 7.999999797903001308e-04
3.400000184774398804e-02 4.999999655410647392e-04
1.131999969482421875e+00 2.804999984800815582e-02
1.323999881744384766e+00 3.274999931454658508e-02
1.431999921798706055e+00 3.529999777674674988e-02
1.464000105857849121e+00 3.610000014305114746e-02
1.368000030517578125e+00 3.354999795556068420e-02
1.222000002861022949e+00 2.989999949932098389e-02
9.819999337196350098e-01 2.394999936223030090e-02
7.099999785423278809e-01 1.734999939799308777e-02
4.699999988079071045e-01 1.145000010728836060e-02
4.280000329017639160e-01 1.024999935179948807e-02
3.799999952316284180e-01 9.049999527633190155e-03
3.240000009536743164e-01 7.449999917298555374e-03
2.800000011920928955e-01 6.199999712407588959e-03
2.360000014305114746e-01 5.200000014156103134e-03
1.879999935626983643e-01 4.050000105053186417e-03
1.480000019073486328e-01 3.049999941140413284e-03
1.199999973177909851e-01 2.300000051036477089e-03
9.999999403953552246e-02 1.850000000558793545e-03
7.200000435113906860e-02 1.349999918602406979e-03
5.199999734759330750e-02 8.999999845400452614e-04
9.280000329017639160e-01 2.294999919831752777e-02
1.125999927520751953e+00 2.779999934136867523e-02
1.199999928474426270e+00 2.960000000894069672e-02
1.169999957084655762e+00 2.874999865889549255e-02
1.111999988555908203e+00 2.724999934434890747e-02
9.400000572204589844e-01 2.309999987483024597e-02
7.160000205039978027e-01 1.750000007450580597e-02
4.899999797344207764e-01 1.194999925792217255e-02
3.019999861717224121e-01 7.299999706447124481e-03
2.779999971389770508e-01 6.699999794363975525e-03
2.639999985694885254e-01 6.249999627470970154e-03
2.399999946355819702e-01 5.599999800324440002e-03
2.040000110864639282e-01 4.699999932199716568e-03
1.759999990463256836e-01 3.899999894201755524e-03
1.480000019073486328e-01 3.099999856203794479e-03
1.160000041127204895e-01 2.249999903142452240e-03
8.600000292062759399e-02 1.599999959580600262e-03
6.800000369548797607e-02 1.150000025518238544e-03
4.399999976158142090e-02 6.500000017695128918e-04
3.999999910593032837e-02 5.999999702908098698e-04
1.076000094413757324e+00 2.654999867081642151e-02
1.259999990463256836e+00 3.094999864697456360e-02
1.362000107765197754e+00 3.339999914169311523e-02
1.339999914169311523e+00 3.280000016093254089e-02
1.236000061035156250e+00 3.019999898970127106e-02
1.049999952316284180e+00 2.559999935328960419e-02
8.440001010894775391e-01 2.049999870359897614e-02
5.899999737739562988e-01 1.434999983757734299e-02
3.400000035762786865e-01 8.150000125169754028e-03
3.019999861717224121e-01 7.199999876320362091e-03
2.560000121593475342e-01 6.000000052154064178e-03
2.199999988079071045e-01 4.999999888241291046e-03
1.840000152587890625e-01 4.100000020116567612e-03
1.339999884366989136e-01 2.849999815225601196e-03
1.059999987483024597e-01 2.099999925121665001e-03
6.800000369548797607e-02 1.199999940581619740e-03
5.999999865889549255e-02 9.999999310821294785e-04
5.199999734759330750e-02 8.999999845400452614e-04
3.400000184774398804e-02 4.999999655410647392e-04
2.800000086426734924e-02 3.999999898951500654e-04
9.540000557899475098e-01 2.359999902546405792e-02
1.172000050544738770e+00 2.895000018179416656e-02
1.303999900817871094e+00 3.204999864101409912e-02
1.323999881744384766e+00 3.240000084042549133e-02
1.266000032424926758e+00 3.064999915659427643e-02
1.077999949455261230e+00 2.589999884366989136e-02
8.159999847412109375e-01 1.954999938607215881e-02
5.879999995231628418e-01 1.394999958574771881e-02
3.440000116825103760e-01 7.999999448657035828e-03
2.999999821186065674e-01 6.850000005215406418e-03
2.699999809265136719e-01 6.049999967217445374e-03
2.520000040531158447e-01 5.499999970197677612e-03
2.380000054836273193e-01 4.949999973177909851e-03
2.060000002384185791e-01 4.100000020116567612e-03
1.660000234842300415e-01 3.099999856203794479e-03
1.459999978542327881e-01 2.549999859184026718e-03
1.079999879002571106e-01 1.649999991059303284e-03
9.399999678134918213e-02 1.399999950081110001e-03
7.800000160932540894e-02 1.150000025518238544e-03
6.199999526143074036e-02 8.499999530613422394e-04
9.360000491142272949e-01 2.314999885857105255e-02
1.149999976158142090e+00 2.829999849200248718e-02
1.245999932289123535e+00 3.034999966621398926e-02
1.268000006675720215e+00 3.084999881684780121e-02
1.182000041007995605e+00 2.864999882876873016e-02
1.037999987602233887e+00 2.510000020265579224e-02
7.699999809265136719e-01 1.879999972879886627e-02
5.920000076293945312e-01 1.444999966770410538e-02
3.619999885559082031e-01 8.750000037252902985e-03
3.299999833106994629e-01 7.899999618530273438e-03
2.939999997615814209e-01 6.999999750405550003e-03
2.459999769926071167e-01 5.799999926239252090e-03
1.959999948740005493e-01 4.549999721348285675e-03
1.519999802112579346e-01 3.449999960139393806e-03
1.280000060796737671e-01 2.849999815225601196e-03
1.059999987483024597e-01 2.349999966099858284e-03
8.199999481439590454e-02 1.749999937601387501e-03
6.800000369548797607e-02 1.399999950081110001e-03
4.999999701976776123e-02 9.999999310821294785e-04
3.599999845027923584e-02 6.500000017695128918e-04
9.899999499320983887e-01 2.410000003874301910e-02
1.195999979972839355e+00 2.889999933540821075e-02
1.315999984741210938e+00 3.175000101327896118e-02
1.366000056266784668e+00 3.289999812841415405e-02
1.287999987602233887e+00 3.074999898672103882e-02
1.096000075340270996e+00 2.630000002682209015e-02
8.360000252723693848e-01 2.015000022947788239e-02
6.080000400543212891e-01 1.454999949783086777e-02
4.280000329017639160e-01 1.024999935179948807e-02
3.779999911785125732e-01 8.949999697506427765e-03
3.420000076293945312e-01 7.949999533593654633e-03
2.939999997615814209e-01 6.749999709427356720e-03
2.540000081062316895e-01 5.750000011175870895e-03
2.020000070333480835e-01 4.399999976158142090e-03
1.620000004768371582e-01 3.349999897181987762e-03
1.340000033378601074e-01 2.699999837204813957e-03
1.059999987483024597e-01 2.050000010058283806e-03
8.199999481439590454e-02 1.500000013038516045e-03
6.800000369548797607e-02 1.150000025518238544e-03
4.800000041723251343e-02 7.999999797903001308e-04
9.719999432563781738e-01 2.389999851584434509e-02
1.192000031471252441e+00 2.909999899566173553e-02
1.281999945640563965e+00 3.119999915361404419e-02
1.281999945640563965e+00 3.094999864697456360e-02
1.174000024795532227e+00 2.819999866187572479e-02
9.819999337196350098e-01 2.359999902546405792e-02
7.879999876022338867e-01 1.899999938905239105e-02
5.139999985694885254e-01 1.244999933987855911e-02
3.140000104904174805e-01 7.549999747425317764e-03
2.840000092983245850e-01 6.799999624490737915e-03
2.679999768733978271e-01 6.349999923259019852e-03
2.299999892711639404e-01 5.349999759346246719e-03
1.999999880790710449e-01 4.499999806284904480e-03
1.700000017881393433e-01 3.599999938160181046e-03
1.400000005960464478e-01 2.849999815225601196e-03
1.139999926090240479e-01 2.149999840185046196e-03
9.399999678134918213e-02 1.749999937601387501e-03
8.200000226497650146e-02 1.500000013038516045e-03
6.400000303983688354e-02 1.150000025518238544e-03
5.400000140070915222e-02 9.999999310821294785e-04
8.080000281333923340e-01 2.009999938309192657e-02
9.760000109672546387e-01 2.414999902248382568e-02
1.110000014305114746e+00 2.689999900758266449e-02
1.166000008583068848e+00 2.804999984800815582e-02
1.121999979019165039e+00 2.685000002384185791e-02
1.005999922752380371e+00 2.384999953210353851e-02
8.140000104904174805e-01 1.919999904930591583e-02
5.979999899864196777e-01 1.429999992251396179e-02
3.899999856948852539e-01 9.349999949336051941e-03
3.639999926090240479e-01 8.650000207126140594e-03
3.519999682903289795e-01 8.249999955296516418e-03
3.259999752044677734e-01 7.299999706447124481e-03
2.999999821186065674e-01 6.599999964237213135e-03
2.699999809265136719e-01 5.750000011175870895e-03
2.060000002384185791e-01 4.149999935179948807e-03
1.660000234842300415e-01 3.199999919161200523e-03
1.299999952316284180e-01 2.349999966099858284e-03
9.999999403953552246e-02 1.799999969080090523e-03
7.999999821186065674e-02 1.300000003539025784e-03
5.600000172853469849e-02 7.999999797903001308e-04
1.106000065803527832e+00 2.694999985396862030e-02
1.293999910354614258e+00 3.134999796748161316e-02
1.388000011444091797e+00 3.344999998807907104e-02
1.367999792098999023e+00 3.280000016093254089e-02
1.296000003814697266e+00 3.109999932348728180e-02
1.143999934196472168e+00 2.730000019073486328e-02
8.919999599456787109e-01 2.125000022351741791e-02
6.240000128746032715e-01 1.469999924302101135e-02
3.560000061988830566e-01 8.499999530613422394e-03
3.240000009536743164e-01 7.649999577552080154e-03
2.960000038146972656e-01 6.899999920278787613e-03
2.699999809265136719e-01 6.199999712407588959e-03
2.379999905824661255e-01 5.299999844282865524e-03
2.020000070333480835e-01 4.399999976158142090e-03
1.640000045299530029e-01 3.449999960139393806e-03
1.319999992847442627e-01 2.699999837204813957e-03
1.059999987483024597e-01 2.149999840185046196e-03
7.199999690055847168e-02 1.449999981559813023e-03
5.599999800324440002e-02 1.150000025518238544e-03
3.799999877810478210e-02 6.999999750405550003e-04
